3306;1
5787;1

6184;1

7000;1
5000;1
5779;1

556;1
5000;1
600;1
6500;1
6000;1
5500;1


14000;1
6000;1
1973;1
6117;1


6703;1


25000;1
23380;0
5631;1
16316;1
8284;1
34363;1
5434;0
8183;1
27000;1


7461;1
20000;1
8277;1
12084;1
7484;1
21000;1

9227;1
30000;1
5500;1


235000;1
12000;1
18000;1
17000;1
4026;1
22000;1
20000;1
18000;1
14348;0
17000;1
19000;1
11168;1
7546;1
4125;1
3011;1
2681;1
6215;1
6501;1
10203;1
11980;1
7000;0
13317;1
20000;1
9042;0
30000;1
26000;1
15000;1

30000;1
17000;1


5000;1
32698;1
17000;1


36000;1


10388;1

6014;1
20287;1
67500;1
13000;1

9088;1
8419;1

7703;1
20000;1
45000;1
32000;1



18805;1
76000;0

200000;1
28888;0

26000;1
36000;1
6427;1
4023;1
12675;1
199802;1
3843;1
6000;1
4680;1
8363;1
11750;1


4557;1
3372;1

4705;1
5286;1
3031;1
23113;1
10000;1





4465;1
12867;1

14922;1
45000;1
8626;1
103893;1



4774;1
4857;1

19353;1
7361;1
802;1
20000;1
20387;1
39460;1


36269;1
17164;1
35227;1

9370;1
5222;1
8066;1
1012;1

60000;0
55280;1



24000;0







2000;1

16000;1
50000;1
6434;1








5200;0
35000;1
9673;1


60000;1
20000;0
32000;0
3000;1


16174;1
21362;1
58417;0
63000;1
21000;1


74488;1
42177;1


62000;1


32676;1



124005;1




223201;1
213869;1
8683;1
22870;1
34614;1



3;0
3;0
20000;1


35159;1

3000;1

35000;1


12168;1


33930;1

32779;1

2581400;1
40000;1

19000;1

15000;1



33750;1
61524;1

43485;1

29129;1
58000;1



4847;1
13000;1
49000;1

64605;1
24000;1

31000;1

52300;1
13270;1




22000;1
30000;1
280000;1


19395;1

2000;1



140446;1
26000;1



60195;1

168850;1
28000;1


12000;1

241597;1
11000;1
206233;1

45000;1
107000;0
14000;1






153;0


65000;1
650000;1
10000;1

12000;1




10000;1
60000;1
26000;1
15000;1

10000;1

75000;0







12000;1
10908;1























136000;1





26000;1
18000;1
25000;1
57000;1


9898;1



7000;1
70000;1
34322;1
19393;1
41000;1




12500;1




25153;1

16213;1

13000;1




100186;1




21000;1
23895;1

20000;1

13324;1
13257;1
11821;1
11613;1

15781;1
14807;1
17575;1
17131;1
14000;1
12592;1

5000;1
14691;1
12883;1
16200000;1




49911;1
56908;1



7000000;1





12504;1
















26000000;1
300;1



26000;1



4500;1



11140;1


































11341;1



9140;1
11000;1







17000;1
12282;1
11000;1
2015;0





















10000;1




1000;1

24000;1




14500000;1
2000;1



14299;1

32700;1



150;1











61888;1
22000;1









133000;1








70000;1






51000;1








7212;1















7491;1









13000;1


20805;1


14713;1
22561;1
10238000;1





150000;1

10077;1
16876;1
24500;1






60000;1














1675;1

5000;1









34000;1
2290000;1



150000;0

160000;1




145380;1


25503;1




























6800;1

58000;1
21196;1
35000;1
46000;1

22000;1
65146000;1
36000;1
33000;1
58000;1
68000;1
56000;1
36000;1
46304;0


50000;1







70000;1
51051;1















30000;1















48000;1












72810;1
33000;1

















4571;1




14000;1







13946;1





15000;1
18000;1
40000;1


20749;1

14000;1

5415;1




33645;1
76000;1
28718;1





70000;1
89000;1
14873;1

80000;1





8318;1

8514;1

8619;1

7475;1
74296;1
12000;1


150000;1

6000;1
3356;1






65000;1




47594;1
52000;1





3971;1
21864;1




36869;1
42000;1

12666;1
120000;1
7729;1
7937;1
4983;1
6893;1
3771;1






26235;1





80000;1













10000;1
700000;1
35000;1
45000;1






8429;1
8285;0
5854;1
8887;1
9860;1
7400;1
6772;0
5920;0
5405;1
9913;1
46000;1
8696;1
7178;1
6900;0
8497;1
10601;1
3732;0

8181;1
8920;1
10425;1
26186;1

17284;1
22069;1
34013;1
24149;0

32512;1

16318;1
4485;1
11000;1



10000;1



97000;1







115000;1

27000;1











17000;1
14834;1
6466;1
10794;1
6458;1







76398000;1






14500;1









25000;1








6000;0


60000;1



32000;1







33875;1






13000;1





50000;1
58000;0

66839;1


60000;1







19442;1
11401;1






60000;1

4000;1
13993;1




44566;1



66693;0
324960;1


17092;1





20000;1
66;0



70000;1

7293;1

17295;1

1248;1




14000;1


8646;1
8000;1



10000;1















10992;1
85000;1





































160000;1

300;1







25000;1





























35000000;1
19000;1

10496;1
16000;1


























